name,essround,edition,proddate,idno,cntry,stflife,happy,sclmeet,rlgdgr,alcfreq,gndr,agea,eduyrs,hinctnta
ESS7e01,7,1.0,28.10.2015,130407,BE,9,8,5,7,2,1,78,9,4
ESS7e01,7,1.0,28.10.2015,130408,BE,7,8,5,5,3,1,46,18,4
ESS7e01,7,1.0,28.10.2015,130409,BE,10,9,7,0,1,2,66,10,4
ESS7e01,7,1.0,28.10.2015,130502,BE,3,5,4,10,7,2,35,8,3
ESS7e01,7,1.0,28.10.2015,130503,BE,6,8,4,6,2,1,69,9,3
ESS7e01,7,1.0,28.10.2015,130504,BE,3,3,4,1,5,1,55,9,5
ESS7e01,7,1.0,28.10.2015,130505,BE,7,7,4,8,7,2,25,16,8
ESS7e01,7,1.0,28.10.2015,130507,BE,8,9,5,4,5,2,48,13,5
ESS7e01,7,1.0,28.10.2015,130508,BE,9,10,4,4,5,1,83,8,2
ESS7e01,7,1.0,28.10.2015,130509,BE,7,8,5,3,5,2,61,7,2
ESS7e01,7,1.0,28.10.2015,130601,BE,7,7,4,7,6,1,17,11,5
ESS7e01,7,1.0,28.10.2015,130602,BE,7,8,5,7,6,2,57,17,9
ESS7e01,7,1.0,28.10.2015,130606,BE,8,8,6,8,4,2,32,15,8
ESS7e01,7,1.0,28.10.2015,130609,BE,5,8,5,6,3,1,38,8,3
ESS7e01,7,1.0,28.10.2015,130701,BE,7,5,6,0,7,2,70,8,2
ESS7e01,7,1.0,28.10.2015,130702,BE,7,7,4,8,6,1,21,12,2
ESS7e01,7,1.0,28.10.2015,130703,BE,7,8,6,0,3,1,28,13,5
ESS7e01,7,1.0,28.10.2015,130704,BE,7,8,6,8,1,1,83,8,4
ESS7e01,7,1.0,28.10.2015,130707,BE,7,7,6,6,3,1,35,16,8
ESS7e01,7,1.0,28.10.2015,130708,BE,8,9,4,2,2,1,42,12,10
ESS7e01,7,1.0,28.10.2015,130709,BE,7,8,4,7,7,1,49,10,6
ESS7e01,7,1.0,28.10.2015,130802,BE,9,9,6,7,2,2,52,10,1
ESS7e01,7,1.0,28.10.2015,130806,BE,7,8,5,6,6,2,31,15,6
ESS7e01,7,1.0,28.10.2015,130807,BE,9,9,6,6,6,2,46,13,7
ESS7e01,7,1.0,28.10.2015,130808,BE,7,8,7,0,4,1,17,10,88
ESS7e01,7,1.0,28.10.2015,130809,BE,9,9,6,3,5,2,24,15,5
ESS7e01,7,1.0,28.10.2015,130902,BE,9,9,6,10,7,2,74,9,3
ESS7e01,7,1.0,28.10.2015,130905,BE,9,9,6,7,2,1,56,17,10
ESS7e01,7,1.0,28.10.2015,130906,BE,10,10,4,5,6,2,65,12,2
ESS7e01,7,1.0,28.10.2015,130908,BE,8,9,5,3,3,1,84,11,3
ESS7e01,7,1.0,28.10.2015,131002,BE,8,7,4,8,3,1,60,13,8
ESS7e01,7,1.0,28.10.2015,131005,BE,9,9,6,5,2,1,55,17,9
ESS7e01,7,1.0,28.10.2015,131006,BE,3,0,3,9,7,2,41,12,5
ESS7e01,7,1.0,28.10.2015,131008,BE,8,8,4,2,2,1,34,17,9
ESS7e01,7,1.0,28.10.2015,131108,BE,8,8,6,8,3,1,53,15,9
ESS7e01,7,1.0,28.10.2015,131109,BE,9,10,5,7,2,1,43,12,7
ESS7e01,7,1.0,28.10.2015,131201,BE,3,8,6,8,7,2,25,15,1
ESS7e01,7,1.0,28.10.2015,131202,BE,7,8,5,9,7,2,22,12,6
ESS7e01,7,1.0,28.10.2015,131206,BE,9,9,4,6,5,2,33,17,6
ESS7e01,7,1.0,28.10.2015,131207,BE,6,7,5,3,6,2,67,9,5
ESS7e01,7,1.0,28.10.2015,131209,BE,8,8,4,7,6,1,63,12,5
ESS7e01,7,1.0,28.10.2015,131302,BE,5,5,5,3,7,2,62,8,6
ESS7e01,7,1.0,28.10.2015,131303,BE,9,9,4,6,6,2,51,14,6
ESS7e01,7,1.0,28.10.2015,131304,BE,8,8,6,8,7,2,56,12,88
ESS7e01,7,1.0,28.10.2015,131306,BE,8,8,6,2,2,1,21,15,9
ESS7e01,7,1.0,28.10.2015,131308,BE,5,5,2,2,4,2,45,13,6
ESS7e01,7,1.0,28.10.2015,131401,BE,8,8,4,6,7,2,50,17,4
ESS7e01,7,1.0,28.10.2015,131403,BE,8,8,6,0,6,2,29,14,7
ESS7e01,7,1.0,28.10.2015,131406,BE,8,8,6,1,5,2,22,15,88
ESS7e01,7,1.0,28.10.2015,131407,BE,7,5,4,4,1,2,63,8,1
ESS7e01,7,1.0,28.10.2015,131408,BE,9,8,6,8,7,1,73,10,4
ESS7e01,7,1.0,28.10.2015,131501,BE,8,8,6,6,5,1,23,12,3
ESS7e01,7,1.0,28.10.2015,131503,BE,7,7,5,0,3,2,45,15,5
ESS7e01,7,1.0,28.10.2015,131505,BE,8,8,5,6,2,2,52,14,6
ESS7e01,7,1.0,28.10.2015,131506,BE,3,3,7,6,3,2,38,16,4
ESS7e01,7,1.0,28.10.2015,131508,BE,6,9,4,4,3,1,57,10,8
ESS7e01,7,1.0,28.10.2015,131608,BE,10,8,6,4,2,1,80,2,3
ESS7e01,7,1.0,28.10.2015,131609,BE,6,8,4,6,7,2,60,10,5
ESS7e01,7,1.0,28.10.2015,131701,BE,8,9,4,9,3,2,75,8,4
ESS7e01,7,1.0,28.10.2015,131702,BE,8,8,6,2,4,2,26,14,7
ESS7e01,7,1.0,28.10.2015,131703,BE,9,8,3,5,4,1,58,10,4
ESS7e01,7,1.0,28.10.2015,131704,BE,7,7,5,7,7,2,65,16,5
ESS7e01,7,1.0,28.10.2015,131705,BE,7,7,6,1,4,2,33,16,9
ESS7e01,7,1.0,28.10.2015,131706,BE,8,8,6,1,3,2,39,16,8
ESS7e01,7,1.0,28.10.2015,131707,BE,7,8,5,4,3,2,16,10,8
ESS7e01,7,1.0,28.10.2015,131708,BE,8,8,4,2,4,2,51,16,7
ESS7e01,7,1.0,28.10.2015,131801,BE,8,8,6,7,7,2,77,9,3
ESS7e01,7,1.0,28.10.2015,131802,BE,5,8,6,5,7,1,66,9,5
ESS7e01,7,1.0,28.10.2015,131803,BE,8,8,6,5,1,1,47,17,8
ESS7e01,7,1.0,28.10.2015,131804,BE,8,9,4,3,2,1,53,12,7
ESS7e01,7,1.0,28.10.2015,131805,BE,10,9,4,0,7,2,33,13,9
ESS7e01,7,1.0,28.10.2015,131806,BE,8,8,7,0,3,1,17,12,88
ESS7e01,7,1.0,28.10.2015,131807,BE,7,8,4,7,3,2,40,13,3
ESS7e01,7,1.0,28.10.2015,131808,BE,7,8,6,6,7,2,59,15,9
ESS7e01,7,1.0,28.10.2015,131809,BE,9,9,5,5,6,1,25,16,7
ESS7e01,7,1.0,28.10.2015,131901,BE,5,6,6,7,1,2,64,16,7
ESS7e01,7,1.0,28.10.2015,131903,BE,10,9,6,8,6,2,73,9,3
ESS7e01,7,1.0,28.10.2015,131907,BE,9,8,7,7,3,1,52,10,2
ESS7e01,7,1.0,28.10.2015,131908,BE,8,9,7,5,7,2,58,16,10
ESS7e01,7,1.0,28.10.2015,132001,BE,8,8,6,4,3,1,29,14,6
ESS7e01,7,1.0,28.10.2015,132002,BE,6,10,4,2,5,1,73,9,4
ESS7e01,7,1.0,28.10.2015,132003,BE,8,9,7,0,2,1,50,10,5
ESS7e01,7,1.0,28.10.2015,132004,BE,7,8,6,7,5,2,44,15,8
ESS7e01,7,1.0,28.10.2015,132005,BE,8,8,4,0,7,1,63,12,8
ESS7e01,7,1.0,28.10.2015,132006,BE,5,6,5,7,7,1,86,9,3
ESS7e01,7,1.0,28.10.2015,132007,BE,2,6,4,0,6,2,56,10,3
ESS7e01,7,1.0,28.10.2015,132008,BE,10,10,4,5,3,1,22,12,6
ESS7e01,7,1.0,28.10.2015,132009,BE,8,9,4,3,2,2,37,13,7
ESS7e01,7,1.0,28.10.2015,132101,BE,9,9,4,7,6,2,36,13,6
ESS7e01,7,1.0,28.10.2015,132105,BE,9,8,6,7,3,1,70,13,6
ESS7e01,7,1.0,28.10.2015,132106,BE,10,10,4,7,6,2,50,12,4
ESS7e01,7,1.0,28.10.2015,132107,BE,8,8,6,0,7,1,22,15,88
ESS7e01,7,1.0,28.10.2015,132201,BE,3,3,6,2,6,2,48,14,5
ESS7e01,7,1.0,28.10.2015,132202,BE,8,8,6,8,3,1,67,14,5
ESS7e01,7,1.0,28.10.2015,132203,BE,9,9,6,9,2,2,54,15,5
ESS7e01,7,1.0,28.10.2015,132205,BE,7,8,7,7,7,1,24,17,7
ESS7e01,7,1.0,28.10.2015,132206,BE,8,8,4,3,2,1,42,12,9
ESS7e01,7,1.0,28.10.2015,132208,BE,8,8,6,6,2,1,60,15,7
ESS7e01,7,1.0,28.10.2015,132301,BE,7,7,6,0,3,1,28,19,6
ESS7e01,7,1.0,28.10.2015,132302,BE,8,8,7,7,5,2,21,15,7
ESS7e01,7,1.0,28.10.2015,132303,BE,8,8,4,1,4,2,35,14,5
ESS7e01,7,1.0,28.10.2015,132305,BE,8,8,6,5,2,1,43,12,7
ESS7e01,7,1.0,28.10.2015,132306,BE,5,7,5,3,6,2,70,9,4
ESS7e01,7,1.0,28.10.2015,132308,BE,8,9,6,7,1,2,61,14,3
ESS7e01,7,1.0,28.10.2015,132309,BE,10,10,3,8,7,2,83,12,4
ESS7e01,7,1.0,28.10.2015,132401,BE,8,10,6,4,7,2,58,12,5
ESS7e01,7,1.0,28.10.2015,132402,BE,3,7,5,4,2,1,52,8,88
ESS7e01,7,1.0,28.10.2015,132405,BE,8,9,6,6,4,2,17,11,88
ESS7e01,7,1.0,28.10.2015,132406,BE,3,5,4,0,2,1,39,14,2
ESS7e01,7,1.0,28.10.2015,132407,BE,9,9,6,5,2,2,65,10,2
ESS7e01,7,1.0,28.10.2015,132408,BE,8,8,6,2,3,2,25,16,7
ESS7e01,7,1.0,28.10.2015,132501,BE,7,8,6,7,6,2,32,19,5
ESS7e01,7,1.0,28.10.2015,132503,BE,10,9,6,5,6,1,46,19,10
ESS7e01,7,1.0,28.10.2015,132505,BE,6,6,6,9,7,1,39,15,3
ESS7e01,7,1.0,28.10.2015,132507,BE,1,7,4,6,1,2,65,12,9
ESS7e01,7,1.0,28.10.2015,132508,BE,9,9,3,7,3,1,77,11,5
ESS7e01,7,1.0,28.10.2015,132601,BE,8,8,4,6,3,1,75,12,5
ESS7e01,7,1.0,28.10.2015,132602,BE,9,9,6,0,3,1,52,14,8
ESS7e01,7,1.0,28.10.2015,132603,BE,9,9,6,5,3,2,24,16,88
ESS7e01,7,1.0,28.10.2015,132604,BE,3,8,7,7,6,2,46,13,88
ESS7e01,7,1.0,28.10.2015,132605,BE,8,8,4,7,6,1,39,22,8
ESS7e01,7,1.0,28.10.2015,132608,BE,8,5,4,3,2,1,65,16,2
ESS7e01,7,1.0,28.10.2015,132701,BE,9,8,5,0,2,1,33,15,10
ESS7e01,7,1.0,28.10.2015,132702,BE,9,10,4,7,5,2,59,14,9
ESS7e01,7,1.0,28.10.2015,132707,BE,6,8,6,3,2,2,66,12,7
ESS7e01,7,1.0,28.10.2015,132708,BE,7,7,6,2,2,1,25,13,10
ESS7e01,7,1.0,28.10.2015,132709,BE,4,5,4,2,7,1,47,9,9
ESS7e01,7,1.0,28.10.2015,132801,BE,8,8,3,7,5,1,69,8,3
ESS7e01,7,1.0,28.10.2015,132802,BE,9,8,6,7,2,2,55,15,10
ESS7e01,7,1.0,28.10.2015,132803,BE,7,8,6,9,7,2,79,5,88
ESS7e01,7,1.0,28.10.2015,132804,BE,8,8,6,3,3,1,28,19,10
ESS7e01,7,1.0,28.10.2015,132806,BE,7,8,6,2,3,1,19,13,5
ESS7e01,7,1.0,28.10.2015,132807,BE,7,8,4,5,3,2,43,16,8
ESS7e01,7,1.0,28.10.2015,132808,BE,8,9,6,10,7,1,36,12,6
ESS7e01,7,1.0,28.10.2015,132809,BE,8,7,4,9,1,2,49,12,4
ESS7e01,7,1.0,28.10.2015,132901,BE,8,8,4,1,3,1,57,15,7
ESS7e01,7,1.0,28.10.2015,132903,BE,6,6,7,6,2,2,38,15,8
ESS7e01,7,1.0,28.10.2015,132904,BE,8,8,5,6,3,2,22,16,10
ESS7e01,7,1.0,28.10.2015,132907,BE,7,7,4,5,2,1,45,16,10
ESS7e01,7,1.0,28.10.2015,132908,BE,8,8,5,9,3,2,85,99,9
ESS7e01,7,1.0,28.10.2015,132909,BE,7,5,7,0,3,1,64,25,88
ESS7e01,7,1.0,28.10.2015,133004,BE,8,8,4,5,2,2,61,15,5
ESS7e01,7,1.0,28.10.2015,133006,BE,5,5,7,0,2,1,26,12,1
ESS7e01,7,1.0,28.10.2015,133008,BE,5,5,6,1,2,1,49,15,5
ESS7e01,7,1.0,28.10.2015,133009,BE,8,7,6,6,7,1,68,7,6
ESS7e01,7,1.0,28.10.2015,133101,BE,8,8,2,3,3,1,50,12,8
ESS7e01,7,1.0,28.10.2015,133103,BE,8,8,7,7,7,2,71,14,2
ESS7e01,7,1.0,28.10.2015,133104,BE,7,9,6,2,7,1,56,10,1
ESS7e01,7,1.0,28.10.2015,133105,BE,7,7,4,0,7,1,23,14,4
ESS7e01,7,1.0,28.10.2015,133106,BE,8,10,4,10,7,1,63,7,2
ESS7e01,7,1.0,28.10.2015,133107,BE,8,7,3,2,7,1,38,15,4
ESS7e01,7,1.0,28.10.2015,133109,BE,7,7,5,9,4,1,45,12,7
ESS7e01,7,1.0,28.10.2015,133201,BE,8,8,4,7,3,1,49,10,4
ESS7e01,7,1.0,28.10.2015,133202,BE,5,7,7,9,7,1,43,5,5
ESS7e01,7,1.0,28.10.2015,133204,BE,4,3,7,10,7,1,35,10,3
ESS7e01,7,1.0,28.10.2015,133208,BE,8,9,6,7,5,2,21,15,7
ESS7e01,7,1.0,28.10.2015,133301,BE,9,8,3,5,4,1,52,13,6
ESS7e01,7,1.0,28.10.2015,133302,BE,7,6,3,10,6,2,68,11,5
ESS7e01,7,1.0,28.10.2015,133303,BE,6,8,7,8,2,1,81,6,5
ESS7e01,7,1.0,28.10.2015,133304,BE,6,6,3,7,3,1,59,12,4
ESS7e01,7,1.0,28.10.2015,133307,BE,2,5,5,9,6,2,46,13,8
ESS7e01,7,1.0,28.10.2015,133308,BE,8,8,7,4,6,1,19,12,3
ESS7e01,7,1.0,28.10.2015,133309,BE,7,7,7,6,3,2,40,12,3
ESS7e01,7,1.0,28.10.2015,133406,BE,9,8,7,0,7,1,15,9,8
ESS7e01,7,1.0,28.10.2015,133407,BE,10,9,5,10,7,2,49,4,5
ESS7e01,7,1.0,28.10.2015,133409,BE,7,7,5,1,4,2,23,16,10
ESS7e01,7,1.0,28.10.2015,133501,BE,2,5,6,10,7,2,85,10,3
ESS7e01,7,1.0,28.10.2015,133502,BE,9,8,4,7,1,1,68,12,2
ESS7e01,7,1.0,28.10.2015,133503,BE,8,10,7,10,1,2,60,5,8
ESS7e01,7,1.0,28.10.2015,133504,BE,8,8,5,6,3,2,33,16,9
ESS7e01,7,1.0,28.10.2015,133505,BE,5,8,6,7,3,2,52,9,5
ESS7e01,7,1.0,28.10.2015,133506,BE,8,8,4,3,2,1,46,11,8
ESS7e01,7,1.0,28.10.2015,133509,BE,8,7,6,5,6,1,20,14,88
ESS7e01,7,1.0,28.10.2015,133601,BE,9,10,5,8,3,2,61,15,7
ESS7e01,7,1.0,28.10.2015,133602,BE,7,6,5,4,3,2,20,14,7
ESS7e01,7,1.0,28.10.2015,133604,BE,9,10,7,10,7,2,70,8,2
ESS7e01,7,1.0,28.10.2015,133606,BE,8,8,4,0,1,2,53,15,5
ESS7e01,7,1.0,28.10.2015,133607,BE,3,5,3,5,3,1,84,8,5
ESS7e01,7,1.0,28.10.2015,133608,BE,5,8,4,5,5,2,40,12,4
ESS7e01,7,1.0,28.10.2015,133609,BE,8,10,5,5,3,1,35,13,7
ESS7e01,7,1.0,28.10.2015,133701,BE,8,8,5,2,4,2,16,11,6
ESS7e01,7,1.0,28.10.2015,133703,BE,5,10,6,7,1,2,76,7,4
ESS7e01,7,1.0,28.10.2015,133707,BE,8,9,6,0,6,1,40,12,6
ESS7e01,7,1.0,28.10.2015,133709,BE,9,9,7,9,6,1,65,8,2
ESS7e01,7,1.0,28.10.2015,133801,BE,10,8,5,0,3,1,26,15,7
ESS7e01,7,1.0,28.10.2015,133802,BE,6,7,7,7,7,2,80,14,1
ESS7e01,7,1.0,28.10.2015,133804,BE,8,10,3,2,1,1,61,14,4
ESS7e01,7,1.0,28.10.2015,133806,BE,7,8,5,8,6,2,55,13,9
ESS7e01,7,1.0,28.10.2015,133807,BE,3,4,4,8,6,2,18,11,1
ESS7e01,7,1.0,28.10.2015,133809,BE,9,9,7,0,6,1,49,14,8
ESS7e01,7,1.0,28.10.2015,133901,BE,10,10,4,7,2,2,53,11,7
ESS7e01,7,1.0,28.10.2015,133902,BE,5,5,3,5,7,1,80,8,2
ESS7e01,7,1.0,28.10.2015,133903,BE,7,7,6,0,7,1,47,10,5
ESS7e01,7,1.0,28.10.2015,133904,BE,10,8,2,5,6,2,19,11,2
ESS7e01,7,1.0,28.10.2015,133905,BE,6,7,5,2,4,1,33,17,7
ESS7e01,7,1.0,28.10.2015,133908,BE,3,3,2,5,3,1,67,18,4
ESS7e01,7,1.0,28.10.2015,133909,BE,8,8,6,4,3,2,59,11,4
ESS7e01,7,1.0,28.10.2015,134001,BE,8,8,6,7,7,2,27,11,5
ESS7e01,7,1.0,28.10.2015,134002,BE,5,8,5,5,2,2,44,17,9
ESS7e01,7,1.0,28.10.2015,134003,BE,2,6,5,10,4,1,50,14,3
ESS7e01,7,1.0,28.10.2015,134005,BE,6,5,5,0,4,2,71,14,4
ESS7e01,7,1.0,28.10.2015,134006,BE,7,7,3,0,3,1,85,19,10
ESS7e01,7,1.0,28.10.2015,134007,BE,8,8,5,2,2,1,36,12,8
ESS7e01,7,1.0,28.10.2015,134008,BE,5,5,6,1,3,1,20,11,1
ESS7e01,7,1.0,28.10.2015,134009,BE,8,8,4,5,3,1,63,17,8
ESS7e01,7,1.0,28.10.2015,134101,BE,8,9,6,6,2,1,68,17,8
ESS7e01,7,1.0,28.10.2015,134102,BE,8,9,6,0,4,2,20,14,88
ESS7e01,7,1.0,28.10.2015,134103,BE,8,7,4,7,6,2,53,13,7
ESS7e01,7,1.0,28.10.2015,134105,BE,7,8,6,3,2,1,27,15,8
ESS7e01,7,1.0,28.10.2015,134106,BE,10,10,5,5,3,1,41,14,9
ESS7e01,7,1.0,28.10.2015,134107,BE,7,8,7,7,3,2,35,15,6
ESS7e01,7,1.0,28.10.2015,134108,BE,7,7,6,0,2,1,47,16,7
ESS7e01,7,1.0,28.10.2015,134109,BE,8,10,5,7,5,1,60,9,6
ESS7e01,7,1.0,28.10.2015,134201,BE,10,10,4,5,1,2,83,12,2
ESS7e01,7,1.0,28.10.2015,134203,BE,9,9,6,0,3,2,26,15,7
ESS7e01,7,1.0,28.10.2015,134206,BE,10,7,6,9,4,2,69,18,3
ESS7e01,7,1.0,28.10.2015,134208,BE,8,8,5,9,2,1,54,13,4
ESS7e01,7,1.0,28.10.2015,134209,BE,8,8,5,3,2,1,20,15,77
ESS7e01,7,1.0,28.10.2015,134301,BE,5,5,3,3,4,2,45,11,4
ESS7e01,7,1.0,28.10.2015,134302,BE,8,9,7,0,3,1,51,14,6
ESS7e01,7,1.0,28.10.2015,134303,BE,8,7,7,5,7,1,37,14,10
ESS7e01,7,1.0,28.10.2015,134304,BE,6,7,6,0,3,1,57,18,3
ESS7e01,7,1.0,28.10.2015,134307,BE,5,7,2,5,1,1,66,10,4
ESS7e01,7,1.0,28.10.2015,134308,BE,8,8,7,4,7,1,23,16,5
ESS7e01,7,1.0,28.10.2015,134309,BE,8,8,6,3,6,1,16,11,77
ESS7e01,7,1.0,28.10.2015,134401,BE,8,8,5,0,7,2,57,14,8
ESS7e01,7,1.0,28.10.2015,134402,BE,8,8,5,8,3,1,64,17,7
ESS7e01,7,1.0,28.10.2015,134404,BE,8,9,6,7,4,2,45,18,8
ESS7e01,7,1.0,28.10.2015,134405,BE,9,10,6,1,3,1,32,21,10
ESS7e01,7,1.0,28.10.2015,134406,BE,6,7,5,6,3,2,51,12,6
ESS7e01,7,1.0,28.10.2015,134407,BE,7,7,5,1,6,2,17,12,7
ESS7e01,7,1.0,28.10.2015,134409,BE,8,9,7,9,2,2,74,9,3
ESS7e01,7,1.0,28.10.2015,134501,BE,5,7,2,9,7,2,83,6,3
ESS7e01,7,1.0,28.10.2015,134502,BE,10,10,2,8,6,2,54,10,5
ESS7e01,7,1.0,28.10.2015,134503,BE,7,7,4,4,2,1,60,12,10
ESS7e01,7,1.0,28.10.2015,134505,BE,9,9,7,5,3,2,20,14,88
ESS7e01,7,1.0,28.10.2015,134506,BE,8,8,5,8,3,2,48,15,8
ESS7e01,7,1.0,28.10.2015,134507,BE,8,9,6,8,2,2,68,12,4
ESS7e01,7,1.0,28.10.2015,134509,BE,8,10,5,10,3,2,42,11,9
ESS7e01,7,1.0,28.10.2015,134604,BE,7,7,6,5,2,2,53,12,2
ESS7e01,7,1.0,28.10.2015,134605,BE,6,6,4,0,1,1,61,16,9
ESS7e01,7,1.0,28.10.2015,134606,BE,6,8,4,6,3,2,89,15,1
ESS7e01,7,1.0,28.10.2015,134608,BE,8,6,6,5,6,2,21,12,7
ESS7e01,7,1.0,28.10.2015,134704,BE,2,2,6,3,2,2,52,9,2
ESS7e01,7,1.0,28.10.2015,134705,BE,7,8,6,8,2,2,58,15,10
ESS7e01,7,1.0,28.10.2015,134707,BE,8,9,5,3,2,1,33,19,9
ESS7e01,7,1.0,28.10.2015,134708,BE,8,8,6,2,4,2,18,12,7
ESS7e01,7,1.0,28.10.2015,134801,BE,7,8,5,3,3,1,26,12,7
ESS7e01,7,1.0,28.10.2015,134802,BE,4,3,2,3,7,1,82,6,5
ESS7e01,7,1.0,28.10.2015,134803,BE,4,3,2,5,2,1,61,10,3
ESS7e01,7,1.0,28.10.2015,134804,BE,8,8,7,5,1,1,68,13,7
ESS7e01,7,1.0,28.10.2015,134805,BE,8,8,5,4,3,2,20,12,8
ESS7e01,7,1.0,28.10.2015,134807,BE,7,8,5,2,3,2,47,15,5
ESS7e01,7,1.0,28.10.2015,134808,BE,9,9,5,7,5,2,40,12,7
ESS7e01,7,1.0,28.10.2015,134809,BE,8,9,7,3,3,1,32,16,4
ESS7e01,7,1.0,28.10.2015,134901,BE,7,8,5,6,3,2,29,12,2
ESS7e01,7,1.0,28.10.2015,134904,BE,7,8,1,0,6,2,51,12,9
ESS7e01,7,1.0,28.10.2015,134907,BE,10,10,6,1,6,2,75,18,6
ESS7e01,7,1.0,28.10.2015,134908,BE,4,5,6,0,1,2,65,12,9
ESS7e01,7,1.0,28.10.2015,134909,BE,6,7,5,9,7,1,36,16,6
ESS7e01,7,1.0,28.10.2015,135001,BE,7,9,6,8,4,2,40,18,6
ESS7e01,7,1.0,28.10.2015,135002,BE,8,8,4,7,7,2,19,14,9
ESS7e01,7,1.0,28.10.2015,135005,BE,7,7,5,1,2,1,67,14,7
ESS7e01,7,1.0,28.10.2015,135007,BE,9,9,6,1,7,2,60,21,10
ESS7e01,7,1.0,28.10.2015,135008,BE,5,8,4,6,1,1,80,13,5
ESS7e01,7,1.0,28.10.2015,135101,BE,7,10,7,3,6,2,29,17,7
ESS7e01,7,1.0,28.10.2015,135102,BE,7,9,6,5,3,2,49,14,6
ESS7e01,7,1.0,28.10.2015,135106,BE,8,8,5,5,7,2,55,13,3
ESS7e01,7,1.0,28.10.2015,135107,BE,5,7,6,6,5,2,43,17,8
ESS7e01,7,1.0,28.10.2015,135109,BE,8,9,5,3,7,2,71,12,4
ESS7e01,7,1.0,28.10.2015,135201,BE,9,9,6,0,3,1,45,24,10
ESS7e01,7,1.0,28.10.2015,135202,BE,6,7,4,0,4,2,59,17,9
ESS7e01,7,1.0,28.10.2015,135203,BE,7,7,4,2,4,2,26,17,3
ESS7e01,7,1.0,28.10.2015,135205,BE,7,7,4,3,6,1,67,14,7
ESS7e01,7,1.0,28.10.2015,135207,BE,10,7,3,0,2,1,81,23,3
ESS7e01,7,1.0,28.10.2015,135208,BE,7,8,2,8,1,2,52,12,8
ESS7e01,7,1.0,28.10.2015,135209,BE,8,7,7,5,2,1,20,14,8
ESS7e01,7,1.0,28.10.2015,135304,BE,10,8,2,7,1,2,63,15,5
ESS7e01,7,1.0,28.10.2015,135305,BE,9,8,6,5,6,1,16,10,88
ESS7e01,7,1.0,28.10.2015,135306,BE,8,8,4,7,1,1,55,18,9
ESS7e01,7,1.0,28.10.2015,135307,BE,9,9,6,1,2,1,35,18,8
ESS7e01,7,1.0,28.10.2015,135401,BE,5,5,4,2,6,2,32,13,7
ESS7e01,7,1.0,28.10.2015,135404,BE,7,5,7,8,7,2,76,3,2
ESS7e01,7,1.0,28.10.2015,135406,BE,8,7,6,7,7,1,58,11,4
ESS7e01,7,1.0,28.10.2015,135407,BE,7,3,6,5,5,1,17,11,88
ESS7e01,7,1.0,28.10.2015,135501,BE,7,7,6,9,3,2,69,12,5
ESS7e01,7,1.0,28.10.2015,135503,BE,0,5,5,0,4,1,35,14,2
ESS7e01,7,1.0,28.10.2015,135506,BE,4,8,4,1,3,1,26,17,2
ESS7e01,7,1.0,28.10.2015,135509,BE,9,8,6,0,2,2,81,16,4
ESS7e01,7,1.0,28.10.2015,135602,BE,8,8,6,7,6,1,53,13,6
ESS7e01,7,1.0,28.10.2015,135604,BE,7,7,5,3,3,2,46,10,88
ESS7e01,7,1.0,28.10.2015,135605,BE,7,7,7,0,4,1,23,17,1
ESS7e01,7,1.0,28.10.2015,1,CH,2,5,3,10,5,1,63,9,2
ESS7e01,7,1.0,28.10.2015,3,CH,7,8,5,5,3,1,37,19,3
ESS7e01,7,1.0,28.10.2015,5,CH,9,9,6,8,2,1,69,18,7
ESS7e01,7,1.0,28.10.2015,9,CH,7,5,5,8,2,1,51,14,7
ESS7e01,7,1.0,28.10.2015,10,CH,8,10,4,2,2,2,27,19,5
ESS7e01,7,1.0,28.10.2015,12,CH,4,9,7,10,6,1,45,13,4
ESS7e01,7,1.0,28.10.2015,14,CH,9,9,7,9,3,1,44,18,10
ESS7e01,7,1.0,28.10.2015,15,CH,8,8,4,10,7,1,35,18,8
ESS7e01,7,1.0,28.10.2015,16,CH,3,7,7,4,5,2,62,12,3
ESS7e01,7,1.0,28.10.2015,22,CH,8,9,3,10,7,2,75,12,88
ESS7e01,7,1.0,28.10.2015,25,CH,5,6,5,5,7,1,30,10,77
ESS7e01,7,1.0,28.10.2015,26,CH,8,8,7,5,3,2,49,16,4
ESS7e01,7,1.0,28.10.2015,28,CH,8,9,6,8,3,1,51,17,9
ESS7e01,7,1.0,28.10.2015,29,CH,6,8,6,0,5,2,32,9,5
ESS7e01,7,1.0,28.10.2015,30,CH,5,5,5,4,3,2,60,9,2
ESS7e01,7,1.0,28.10.2015,34,CH,10,9,7,8,3,2,86,17,6
ESS7e01,7,1.0,28.10.2015,36,CH,9,9,7,2,3,2,31,12,4
ESS7e01,7,1.0,28.10.2015,40,CH,6,10,6,7,1,1,75,12,4
ESS7e01,7,1.0,28.10.2015,41,CH,10,10,6,8,5,1,30,12,6
ESS7e01,7,1.0,28.10.2015,46,CH,3,10,6,0,4,2,26,15,4
ESS7e01,7,1.0,28.10.2015,50,CH,10,10,7,8,1,1,52,5,77
ESS7e01,7,1.0,28.10.2015,51,CH,8,8,7,5,7,2,65,12,5
ESS7e01,7,1.0,28.10.2015,52,CH,10,9,6,3,4,1,35,15,88
ESS7e01,7,1.0,28.10.2015,53,CH,7,8,6,6,1,1,67,11,6
ESS7e01,7,1.0,28.10.2015,55,CH,6,6,4,3,5,1,49,18,9
